dataset_id,title,organization,sector,tags,formats,num_resources,metadata_created,metadata_modified,description,source_url
556b6ffe-263e-4427-9e3c-dd2cbfa6765a,Digital Availability : Agra,Ministry of Housing and Urban Affairs,Others,Access|Citizen|Digital|payment,,,2019-02-04,2025-02-12,This indicator helps determine the % of citizen services available online,https://www.data.gov.in/catalog/digital-availability-agra
a9bf9a99-2498-4f2a-936a-cfb56cc75208,Digital Payments : Agra,Ministry of Housing and Urban Affairs,Information and Communications,Collection|Digital|digital payment|online,,,2019-02-04,2025-02-17,This indicator helps determine the digital payments efficiency of a city,https://www.data.gov.in/catalog/digital-payments-agra
c3069553-3332-4c76-9975-da9bb845c944,Buses : Agra,Ministry of Housing and Urban Affairs,Others,Bus|cost|earnings|Revenue|stands|Stops|Terminals,,,2019-02-05,2025-02-18,This catalog helps understand the public transportation system of a city,https://www.data.gov.in/catalog/buses-agra
9d65b478-e99f-4226-ade3-ac2bbae74439,City Profile : Agra,Ministry of Housing and Urban Affairs,Others,area|Households|Labour|Population|smart city|Workforce,,,2019-02-05,2025-02-14,"The catalog contains data regarding basic indicators like area, population, workforce participation and households present in the city. These indicators define the basic profile of the city.",https://www.data.gov.in/catalog/city-profile-agra
ac79ec76-7d64-4161-b760-7eefbf4e4c24,Crimes : Agra,Ministry of Housing and Urban Affairs,Others,Crimes|Record,,,2019-02-05,2025-02-17,This indicator helps understand the prevalent crime rate in a city,https://www.data.gov.in/catalog/crimes-agra
1d7a6eee-a6dd-4d29-88b2-ceb156d7854d,Property Tax : Agra,Ministry of Housing and Urban Affairs,Others,Collection|Property|Tax,,,2019-02-05,2025-02-17,This denotes the efficiency achieved by a city in collecting property taxes against the tax demand raised in a given year.,https://www.data.gov.in/catalog/property-tax-agra
56c2731e-c4e3-4f65-b122-387196ebc43a,Cutural Heritage : Agra,Ministry of Housing and Urban Affairs,Others,Culture|Heritage|Monuments|Street,,,2019-02-05,2025-02-17,This catalog helps identify the heritages of importance in a city,https://www.data.gov.in/catalog/cutural-heritage-agra
f1a0ca2e-a26e-45c7-ae5d-b05bd50f9962,Water : Agra,Ministry of Housing and Urban Affairs,Others,Consumption|domestic|supply|water,,,2019-02-05,2025-02-12,This catalog helps determine the water consumption per capita,https://www.data.gov.in/catalog/water-agra
2cc1fd9e-ea08-4c29-8cb3-a74f3522026b,Citizen Facilities : Agra,Ministry of Housing and Urban Affairs,Others,CFC|Citizen|CSC|Facilitation|facility|services|smart city,,,2019-02-05,2019-07-24,This catalog gives out ward wise details of the name and address of CSC/CFCs along with the staff count and services provided\,https://www.data.gov.in/catalog/citizen-facilities-agra
d5df711d-b49a-4a7d-9b62-c31ca7e91327,ITC Neighbourbood : Agra,Ministry of Housing and Urban Affairs,Others,area|Facilities|municipal|neighbourhood|Park|Playground|residential,,,2019-02-05,2025-02-14,"Facilities for children at ward level; % of total area covered under parks, playgrounds and open spaces; % of municipal budget allocated for open spaces",https://www.data.gov.in/catalog/itc-neighbourbood-agra
b9f5ee14-bbab-4961-994f-8fca0d0bc6f9,Housing & Slums : Agra,Ministry of Housing and Urban Affairs,Others,City|Female|Identified|Kutcha|Male|notified|Population|Pucca|Recognised|Semi-Pucca|slum|Smart|Type,,,2019-02-05,2025-02-18,"This catalog describes the slum and housing infrastructure details of\
the city",https://www.data.gov.in/catalog/housing-slums-agra
a6e09840-a0f8-4627-bd75-814a2a3bf096,Environment : Agra,Ministry of Housing and Urban Affairs,Environment and Forest,Air quality|concentration|NO2|PM10|PM2.5|pollution|sensors|smart city|SO2,,,2019-02-05,2025-02-14,"The catalog contains data regarding the pollutions levels of the city. It provides the monthly mean concentration of various pollutant particles such as Pm2.5, PM10, NO2, SO2 and O3.",https://www.data.gov.in/catalog/environment-agra
a0cc6c0a-e7f4-4c81-89a9-f6f1512fcc38,Solid Waste Management : Agra,Ministry of Housing and Urban Affairs,Others,Bins|capacity|Collection|D2D|door2door|Energy|garbage|Households|Process|Quantity|Revenue|Sanitation|segregation|sewerage|toilet|vehicle|Waste|water,,,2019-02-05,2025-02-17,"This catalog defines source segregation, D2D collection efficiency, placement and sizes of bins, collection vehicles and their capacity, types of processing of waste and disposal options available for waste collected",https://www.data.gov.in/catalog/solid-waste-management-agra
6d6de8ba-b894-4d82-aed3-d3817c5e517b,VAT and GST : Agra,Ministry of Housing and Urban Affairs,Others,Collection|GST|Sales|Tax|VAT,,,2019-02-06,2025-02-17,This indicator helps in determining economic productivity and  competitiveness of a city,https://www.data.gov.in/catalog/vat-and-gst-agra
7580a40a-ae88-4785-86c4-5bff8032e7b3,Open Spaces : Agra,Ministry of Housing and Urban Affairs,Others,area|Green|greenery|openspace|Tree,,,2019-02-06,2025-02-17,This catalog helps determine the per capita availability of green spaces\,https://www.data.gov.in/catalog/open-spaces-agra
12770cb7-6fb6-4244-aaec-b9ddf4c9f553,Dieases : Agra,Ministry of Housing and Urban Affairs,Others,Air|Disease|Vector|water,,,2019-02-06,2025-02-17,"this indicator helps determine the period prevalence of vector borne\
(indicator of the measures taken by city administrations to control\
the growth of mosquitoes and other organisms that spread such\
diseases, and the general level of hygiene and sanitation) and water",https://www.data.gov.in/catalog/dieases-agra
6f3c6a94-bd56-4d19-9387-491cdd9facc9,Transportation : Agra,Ministry of Housing and Urban Affairs,Others,Auto|Bus|cycle|metro|Mode|Registration|Rickshaw|share|Train|Trip|vehicle|walking,,,2019-02-06,2025-02-17,This catalog helps understand the transportation insights of a city,https://www.data.gov.in/catalog/transportation-agra
5d1aa993-2bef-4076-82cd-dc79ec15bf24,Governance : Agra,Ministry of Housing and Urban Affairs,Others,booths|Election|municipal|Poll|Registered|Voter,,,2019-02-06,2025-02-17,This indicator helps determine the governance structure of the municipality.\,https://www.data.gov.in/catalog/governance-agra
52397e28-762e-4e77-9196-62772bf7a7e6,Electricity : Agra,Ministry of Housing and Urban Affairs,Others,commercial|Consumption|domestic|electricity|Industry|Public,,,2019-02-07,2025-02-12,"This catalog helps in determining the electricity consumption of the\
city\",https://www.data.gov.in/catalog/electricity-agra
a02a45fe-3226-4392-9b64-eabd2c212fb3,Mortality Rate : Agra,Ministry of Housing and Urban Affairs,Others,Age|birth|child|Death|Infant|Mortality,,,2019-02-07,2025-02-12,"This catalog defines various indicators under mortality such as\
number of live births, number of deaths divided by male, female,\
infants, children",https://www.data.gov.in/catalog/mortality-rate-agra
cbd1d49c-9dc4-44bd-90a4-b9c2000a8812,Water and Sanitation : Agra,Ministry of Housing and Urban Affairs,Others,Households|Sanitation|sewerage|toilet|water,,,2019-02-07,2025-02-12,"This catalog describes the sewerage network and details the spread\
of public toilets available within an area in the city\",https://www.data.gov.in/catalog/water-and-sanitation-agra
a4044114-b06a-457e-831b-7a3f7639878a,Roads : Agra,Ministry of Housing and Urban Affairs,Others,Drainage|footpath|Length|Roads|tar|water,,,2019-02-18,2025-02-12,Determining the condition of roads of the city,https://www.data.gov.in/catalog/roads-agra
88a35dc8-1a62-4c36-9ed8-f214780b59fe,Financial Health : Agra,Ministry of Housing and Urban Affairs,Others,expenditure|Income|Loss|Profit|Revenue,,,2019-02-18,2025-02-17,This indicator helps in determining financial health of the city,https://www.data.gov.in/catalog/financial-health-agra
258e3856-fb52-49ee-af81-5bfe75a010da,Covid-19 Details Agra,Ministry of Housing and Urban Affairs,Governance and Administration,Covid-19 Agra|Hotspots,,,2020-06-29,2021-03-15,"The catalog contains data regarding the COVID-19 situation of Agra which includes details of Active Cases in Agra, Hot Sport Areas/ Containment Zones in Agra City.",https://www.data.gov.in/catalog/covid-19-details-agra-2
481998bb-c3c3-4612-87bb-1a9626c8dcb1,Agra: Police Stations,Ministry of Housing and Urban Affairs,Home Affairs and Enforcement,Police Station,,,2021-06-25,2021-11-15,There are 16 Police Thanas come under the jurisdiction of the Agra Municipal Corporation Areas.,https://www.data.gov.in/catalog/agra-police-stations
76753f4f-ff7c-4019-a179-2a69dd044aad,Agra: Hospitals Nursing Homes Location,Ministry of Housing and Urban Affairs,Health and Family welfare,HOSPITAL DETAILS,,,2021-07-13,2021-11-15,List of Hospitals and Nursing Homes in Agra,https://www.data.gov.in/catalog/agra-hospitals-nursing-homes-location
4d946b2f-c432-468a-ac67-699dc837ca76,Agra: CCTV Cameras,Ministry of Housing and Urban Affairs,District Adminstration,CCTV,,,2022-01-14,2022-09-15,Catalog contains the information regarding the CCTV cameras installed in the city.,https://www.data.gov.in/catalog/agra-cctv-cameras
7d072fa8-973a-45da-b226-2f919a3e347d,Agra: Services Through ICCC,Ministry of Housing and Urban Affairs,Governance and Administration,ICCC,,,2022-01-14,2022-02-03,Catalog contains the services which are available through ICCC of Agra,https://www.data.gov.in/catalog/agra-services-through-iccc
0fd49f86-fec9-4f0a-9afe-974c988cd2ff,Agra: Traffic Lights,Ministry of Housing and Urban Affairs,Road Transport,Traffic Light,,,2022-01-14,2025-02-17,Catalog contains the traffic lights installed at various junction and how many roads/intersections covered through the traffic signals.,https://www.data.gov.in/catalog/agra-traffic-lights
562b5ebf-7add-47e2-87fe-d556764fdef7,Agra: Covid Bed,Ministry of Housing and Urban Affairs,Health,covid-19|Hospital,,,2022-01-14,2025-02-17,Catalog Contains the information regarding the hospital which are authorized by the district administration for taking the patient which are required admission because of the Covid.,https://www.data.gov.in/catalog/agra-covid-bed
cadc71d1-4a91-4073-a76d-d6c9cc97463c,Agra: Wardwise Covid Vaccination Centers,Ministry of Housing and Urban Affairs,Health,covid-19|Vaccination,,,2022-01-14,2025-02-17,Catalog Contains Ward wise Goverment Vaccination Centres.,https://www.data.gov.in/catalog/agra-wardwise-covid-vaccination-centers
2c2ac922-f910-4e2d-8482-f0e1c700f341,Agra: Parking Locations,Ministry of Housing and Urban Affairs,Development,Parking Area,,,2021-09-16,2022-01-17,This Catalog contains about the parking locations under the jurisdiction of Agra Municipal Corporation.,https://www.data.gov.in/catalog/agra-parking-locations
96795ee4-fa0a-40ad-9861-f0e419161e66,Agra: Bulk Waste Generators,Ministry of Housing and Urban Affairs,Urban,Agra|SWM,,,2021-12-21,2025-02-18,Bulk Solid Waste Generators in Agra,https://www.data.gov.in/catalog/agra-bulk-waste-generators
79e7f8ac-c017-4823-ad07-231e573a6939,Agra: SWM Transfer Stations,Ministry of Housing and Urban Affairs,Urban,agra:swm,,,2021-12-21,2022-01-17,Solid Waste Transfer Stations in Agra,https://www.data.gov.in/catalog/agra-swm-transfer-stations
90def68d-d3e9-4687-8fdc-612564a9d2b8,Agra: River Ghat,Ministry of Housing and Urban Affairs,Development,Agra,,,2021-12-21,2022-01-17,River Ghat Locations under the Municipal Corporation Boundary,https://www.data.gov.in/catalog/agra-river-ghat
7c6e2b2e-c49b-4fb6-982d-b55b291c9a71,Household : Agra,Ministry of Housing and Urban Affairs,Development,D03-Households,,,2022-01-19,2022-09-15,This contains the Ward wise number of households in the city.,https://www.data.gov.in/catalog/household-agra
b3f2d939-4f72-4fe5-87c0-3efd4ce5c955,Agra: Mobility (Traffic),Ministry of Housing and Urban Affairs,Others,Traffic,,,2022-09-13,2022-09-15,Catalog contains the resources related to the action taken by the department with the use of ITMS on the vehicle which are violating the rule and cause of pollution in the city.,https://www.data.gov.in/catalog/agra-mobility-traffic
9b6d628f-bcaa-4e31-b976-d06a2d793452,Environment : Aligarh,Ministry of Housing and Urban Affairs,Environment and Forest,Air quality|concentration|NO2|O3|PM10|PM2.5|pollution|sensors|smart city|SO2,,,2019-02-04,2025-02-14,"The catalog contains data regarding the pollutions levels of the city.\
It provides the monthly mean concentration of varikous pollutant\
particles such as Pm2.5, PM10, NO2, SO2 and O3",https://www.data.gov.in/catalog/environment-aligarh
edb166a6-b8ba-4cac-a83a-6ddb00fea751,Public Amenities : Aligarh,Ministry of Housing and Urban Affairs,Development,AADHAR|bus stops|College|convention center|gardens|Green|hawkers|Hospitals|library|Parks|primary|Public|schools|secondary|students,,,2019-02-04,2025-02-18,"This catalog provides basic details of the amenities provided to the\
public like schools, toilets, hospitals, libraries, community gardens,\
parks, gardens, bus stops, colleges, aadhar enrollment centers and\
licensed hawkers",https://www.data.gov.in/catalog/public-amenities-aligarh
f765f1f5-3857-4fb2-aa65-6a0e0b6a0bb4,Water & Sanitation : Aligarh,Ministry of Housing and Urban Affairs,Sanitation,Households|Sanitation|sewerage|toilet|water,,,2019-02-04,2025-02-12,"This catalog descrives the sewerage network and details the spread\
of public toilets available within an area in the city",https://www.data.gov.in/catalog/water-sanitation-aligarh
f1977c5d-033d-4217-a380-546b376341a9,Solid Waste Management : Aligarh,Ministry of Housing and Urban Affairs,Sanitation,Bins|capacity|Collection|D2D|door2door|Energy|garbage|Households|Process|Quantity|Revenue|Sanitation|segregation|sewerage|toilet|vehicle|Waste|water,,,2019-02-04,2025-02-17,"This catalog defines source segregation, D2D collection efficiency,\
placement and sizes of bins, collection vehicles and their capacity,\
types of processing of waste and disposal options available for waste\
collected",https://www.data.gov.in/catalog/solid-waste-management-aligarh
e59c0463-f85b-498f-bf94-015249ffcc22,Roads : Aligarh,Ministry of Housing and Urban Affairs,Infrastructure,Drainage|footpath|Length|Roads|tar|water,,,2019-02-04,2025-02-12,Determining the condition of roads of the city,https://www.data.gov.in/catalog/roads-aligarh
4dee2cca-c49a-4214-90c5-abc3efb618af,Street Lights : Aligarh,Ministry of Housing and Urban Affairs,Non Renewable,bulbs|LED|poles|street lights,,,2019-02-04,2019-06-17,"This catalog describes the number of street lights available in the\
city which are LED and connected to renewable resources",https://www.data.gov.in/catalog/street-lights-aligarh
d7b3ccf0-101b-42b7-87e4-004cc6a91aa1,Housing & Slums : Aligarh,Ministry of Housing and Urban Affairs,EWS Housing,City|Female|Identified|Kutcha|Male|notified|Population|Pucca|Recognised|Semi-Pucca|slum|Smart|Type,,,2019-02-04,2025-02-18,This catalog describes the slum and housing infrastructure details of the city,https://www.data.gov.in/catalog/housing-slums-aligarh
1046cc77-6cc3-4d4b-8798-7f68d2e71b95,City Profile : Aligarh,Ministry of Housing and Urban Affairs,Housing,area|Households|Population|smart city,,,2019-02-04,2025-02-12,The catalog contains data regarding basic indicator which define the profile of the city.,https://www.data.gov.in/catalog/city-profile-aligarh
b99754d7-e106-4b25-952b-edee1ea17cc7,ITC Neighbourhood : Aligarh,Ministry of Housing and Urban Affairs,Children,area|Facilities|municipal|neighbourhood|Park|Playground|residential,,,2019-02-04,2025-02-14,"Facilities for children at ward level; % of total area covered under\
parks, playgrounds and open spaces; % of municipal budget\
allocated for open spaces",https://www.data.gov.in/catalog/itc-neighbourhood-aligarh
2ee64e79-0327-423a-b7fb-3ac01848514e,Buses : Aligarh,Ministry of Housing and Urban Affairs,Road Transport,Bus|cost|earnings|Revenue|stands|Stops|Terminals,,,2019-02-04,2025-02-18,"This catalog helps understand the public transportation system of a\
city",https://www.data.gov.in/catalog/buses-aligarh
58b85985-7c9c-4bb2-b432-efc1aae4ae95,Transportation : Aligarh,Ministry of Housing and Urban Affairs,Road Transport,Auto|Bus|cycle|metro|Mode|Registration|Rickshaw|share|Train|Trip|vehicle|walking,,,2019-02-04,2025-02-17,This catalog helps understand the transportation insights of a city,https://www.data.gov.in/catalog/transportation-aligarh
3a9709c2-ba9f-46db-bd45-cd836e421ff3,Water : Aligarh,Ministry of Housing and Urban Affairs,Drinking Water,Consumption|domestic|supply|water,,,2019-02-04,2025-02-12,This catalog helps determine the water consumption per capita,https://www.data.gov.in/catalog/water-aligarh
6dc439c8-20df-42e8-80cc-0950271138a4,Governance : Aligarh,Ministry of Housing and Urban Affairs,Governance and Administration,booths|Election|municipal|Poll|Registered|Voter,,,2019-02-04,2025-02-17,"This indicator helps determine the governance structure of the\
municipality.",https://www.data.gov.in/catalog/governance-aligarh
be7d83a9-2487-4ca0-9cbf-92118e17e430,Digital Availability : Aligarh,Ministry of Housing and Urban Affairs,Development,Access|Citizen|Digital|payment,,,2019-02-04,2025-02-12,"This indicator helps determine the % of citizen services available\
online",https://www.data.gov.in/catalog/digital-availability-aligarh
18f01bda-caf9-4301-8deb-282fa4a67995,Crimes : Aligarh,Ministry of Housing and Urban Affairs,Home Affairs and Enforcement,Crimes|Record,,,2019-02-04,2025-02-17,This indicator helps understand the prevalent crime rate in a city,https://www.data.gov.in/catalog/crimes-aligarh
adcabce5-848e-448a-a569-0062c1dafe38,VAT & GST : Aligarh,Ministry of Housing and Urban Affairs,Finance,Collection|GST|Sales|Tax|VAT,,,2019-02-04,2025-02-17,"This indicator helps in determining economic productivity and\
competitiveness of a city",https://www.data.gov.in/catalog/vat-gst-aligarh
f89150a0-9365-4929-9179-6f5f66a000a8,Financial Health : Aligarh,Ministry of Housing and Urban Affairs,Finance,expenditure|Income|Loss|Profit|Revenue,,,2019-02-04,2025-02-17,This indicator helps in determining Financial health of the city,https://www.data.gov.in/catalog/financial-health-aligarh
ee9f5ed5-4bdd-49b5-becd-649220c7e9e6,Digital Payments : Aligarh,Ministry of Housing and Urban Affairs,Finance,Collection|Digital|digital payment|online,,,2019-02-04,2025-02-17,"This indicator helps determine the Digital Payments efficiency of a\
city",https://www.data.gov.in/catalog/digital-payments-aligarh
45df03f0-a757-4378-9005-8f77a673a51f,HMIS district level item wise and month wise comparison of various indicators of Uttar Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,ANC|child|Death|Delivery|Diseases|Health|Immunization|Laboratory|Management|Medical|Mission|Newborn|NRHM|position|Pregnancy|Programme|Rural|testing|blindness|RTI|Comparison|childhood|Information|Patient|STI|MTP|Planning|Natal|Care|Termination|Control|Vitamin|Family|Ante|Caesarean|Complicated|Pregnanicy|Dose,,,2015-04-24,2020-11-16,"Get data of Health Management Information System (HMIS) item-wise and month-wise comparison of Various Indicators of the State Uttar Pradesh. District level data of various parameters have been provided here. Main indicators are Ante Natal Care Services ANC, Deliveries, Number of Caesarean C-Section deliveries performed, Pregnancy outcome & weight of new-born, Complicated pregnancies, Post - Natal Care, Medical Termination of Pregnancy (MTP), RTI/STI Cases, Family Planning, Child Immunization, Number of Vitamin A doses, Number of cases of Childhood Diseases reported, Blindness Control Programme, Patient Services, Laboratory Testing, Stock Position, Details of deaths reported with probable causes. Ministry of Health and Family Welfare launched the National Health Mission (NHM) to ensure necessary architectural corrections in the basic health care delivery system. A continuous flow of good quality information on inputs, outputs and outcome indicators facilitates monitoring of the objectives of NHM. To monitor the performance and quality of the health services being provided under the NHM, the Ministry of Health & Family Welfare, Government of India, is putting in place several mechanisms that would strengthen the monitoring and evaluation systems, through performance statistics, surveys, community monitoring, quality assurance etc. HMIS is an information system launched during October, 2008 which has been specially designed to assist health departments, at all levels, in managing and planning health programmes. HMIS is defined as A tool which helps in gathering, aggregating, analyzing and then using the information generated for taking actions to improve performance of health systems.",https://www.data.gov.in/catalog/hmis-district-level-item-wise-and-month-wise-comparison-various-indicators-uttar-pradesh
2da44e6e-1f26-415b-a972-e71209adaa9b,Maximum & Minimum Performing Public Health Facilities on Selected Data Items across sub districts of Uttar Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,2017-01-03,2020-09-24,"Get data on maximum & minimum performing public health facilities on selected data items across sub districts of Uttar Pradesh. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains  total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name,  sub-district, value reported) etc.",https://www.data.gov.in/catalog/maximum-minimum-performing-public-health-facilities-selected-data-items-across-sub-1
2659153d-b6ad-4d99-8306-a0e373376a2a,ITC Neighbourhood : Jhansi,Ministry of Housing and Urban Affairs,Others,area|Facilities|municipal|neighbourhood|Park|Playground|residential,,,2019-02-18,2025-02-14,"Facilities for children at ward level; % of total area covered under parks, playgrounds and open spaces; % of municipal budget allocated for open spaces.",https://www.data.gov.in/catalog/itc-neighbourhood-jhansi
d7ebe6ba-df83-4740-beb7-cd63b8049f90,Quarterly Maximum & Minimum Performing Public Health Facilities on Selected Data Items across sub districts of Uttar Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,2020-02-18,2020-10-19,"Get data on maximum & minimum performing public health facilities on selected data items across sub districts of Andaman and Nicobar Islands. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name, sub-district, value reported) etc.",https://www.data.gov.in/catalog/quarterly-maximum-minimum-performing-public-health-facilities-selected-data-items-across-1
560551ac-22dd-44ee-a220-f11e24c0e6ac,Annual Maximum and Minimum Performing Public Health Facilities Across Sub-districts of Uttar Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|OPD|PHC|SC|Facility|Patient|NHM|SDH|DH|Anaesthesia|Subdural|Hematoma,,,2020-12-16,2020-12-22,"Get data on annual maximum & minimum performing public health facilities on selected data items States Across sub-districts of Uttar Pradesh. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name, sub-district, value reported) etc.",https://www.data.gov.in/catalog/annual-maximum-and-minimum-performing-public-health-facilities-across-sub-districts-uttar
